,Rank,Family Name,Given Name,Nationality,Time,Date,Location,Event,Gender,Year,Distance
1263,56,Zdráhalová,Nikola,CZE,"1.58,97",2016-10-22,Inzell (GER),International Race,f,2016,1500
1264,57,Irvine,Kaylin,CAN,"1.59,14",2016-10-23,Calgary (CAN),2016 Oval International / World Cup Selections,f,2016,1500
1265,58,Spence,Victoria,CAN,"1.59,19",2016-11-25,Calgary (CAN),CanAm International,f,2016,1500
1266,59,Herzog,Vanessa,AUT,"1.59,20",2016-10-09,Inzell (GER),International Season Opening,f,2016,1500
1267,59,Lollobrigida,Francesca,ITA,"1.59,20",2016-12-04,Astana (KAZ),ISU World Cup,f,2016,1500
1268,61,Achtereekte,Carlijn,NED,"1.59,25",2017-01-21,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,1500
1269,62,Pflug,Bente,GER,"1.59,35",2017-02-12,Gangneung (KOR),World Single Distances Championships 2017,f,2016,1500
1270,63,Acker,Petra,USA,"1.59,45",2017-01-07,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,1500
1271,64,Gunther,Kelly,USA,"1.59,60",2017-01-07,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,1500
1272,65,Kachurkina,Alexandra,RUS,"1.59,63",2016-12-27,Kolomna,Russia - Single Distances Championships 2017,f,2016,1500
1273,66,Li,Dan,CHN,"1.59,64",2016-10-15,Urumqi (CHN),China Cup 1,f,2016,1500
1274,67,Golubeva,Elizaveta,KAZ,"1.59,75",2016-12-27,Kolomna,Russia - Single Distances Championships 2017,f,2016,1500
1275,68,Beune,Joy,NED,"1.59,83",2017-02-03,Heerenveen (NED),Netherlands - Junior Championships 2017,f,2016,1500
1276,69,Carruthers,Heather,CAN,"1.59,88",2016-09-10,Calgary (CAN),Time Trials,f,2016,1500
1277,70,Park,Ji-Woo,KOR,"1.59,95",2016-12-04,Astana (KAZ),ISU World Cup,f,2016,1500
1278,71,Schoutens,Carlijn,USA,"1.59,97",2017-03-19,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,1500
1279,72,Fiset,Noémie,CAN,"2.00,02",2016-10-23,Calgary (CAN),2016 Oval International / World Cup Selections,f,2016,1500
1280,73,Uhrig,Michelle,GER,"2.00,05",2017-01-27,Inzell (GER),Germany - Junior A/B Championships 2017,f,2016,1500
1281,73,Xi,Dongxue,CHN,"2.00,05",2017-03-19,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,1500
1282,75,van der Schaar,Sanne,NED,"2.00,07",2016-12-28,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,1500
1283,76,Ost,Isabell,GER,"2.00,09",2016-12-04,Astana (KAZ),ISU World Cup,f,2016,1500
1284,77,Bosiek,Karolina,POL,"2.00,13",2016-10-22,Inzell (GER),International Race,f,2016,1500
1285,78,Anema,Reina,NED,"2.00,16",2017-01-21,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,1500
1286,79,Hao,Jiachen,CHN,"2.00,18",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,1500
1287,80,Abe,Yuka,JPN,"2.00,21",2017-02-18,Nagano (JPN),15th M-Wave Competition,f,2016,1500
1288,81,Zueva,Marina,BLR,"2.00,24",2016-11-20,Nagano (JPN),ISU World Cup,f,2016,1500
1289,82,Kachanova,Daria,RUS,"2.00,28",2016-11-11,Chelyabinsk,RSU Cup - Juniors,f,2016,1500
1290,83,Peeters,Jelena,BEL,"2.00,33",2016-11-20,Nagano (JPN),ISU World Cup,f,2016,1500
1291,84,Leerdam,Jutta,NED,"2.00,37",2017-02-03,Heerenveen (NED),Netherlands - Junior Championships 2017,f,2016,1500
1292,85,McCluskey,Abigail,CAN,"2.00,39",2017-03-19,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,1500
1293,86,Bartlett,Erin,USA,"2.00,42",2016-11-25,Calgary (CAN),CanAm International,f,2016,1500
1294,87,Bjertnes,Ellen,NOR,"2.00,48",2016-12-04,Astana (KAZ),ISU World Cup,f,2016,1500
1295,88,Dedden,Ineke,NED,"2.00,59",2017-01-21,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,1500
1296,88,Noh,Seon-Yeong,KOR,"2.00,59",2017-03-18,Seoul (KOR),52nd Memorial Competition,f,2016,1500
1297,90,Kim,Ha-Eun,KOR,"2.00,65",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,1500
1298,91,van Beek,Lotte,NED,"2.00,70",2016-10-02,Inzell (GER),International Race,f,2016,1500
1299,92,Toi,Saori,JPN,"2.00,71",2017-02-18,Nagano (JPN),15th M-Wave Competition,f,2016,1500
1300,93,in 't Hof,Sanne,NED,"2.00,76",2017-02-03,Heerenveen (NED),Netherlands - Junior Championships 2017,f,2016,1500
1301,94,Bradford,Rebekah,USA,"2.00,77",2017-01-07,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,1500
1302,95,Kiel,Esther,NED,"2.00,78",2016-10-02,Inzell (GER),International Race,f,2016,1500
1303,96,Tao,Jiaying,CHN,"2.00,81",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,1500
1304,97,Tabata,Maki,JPN,"2.00,96",2016-10-21,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,1500
1305,98,Markus,Femke,NED,"2.01,00",2017-01-21,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,1500
1306,99,Xu,Moyuan,CHN,"2.01,06",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,1500
1307,100,Bøkko,Hege,NOR,"2.01,07",2016-12-10,Heerenveen (NED),ISU World Cup,f,2016,1500
1308,1,Wüst,Ireen,NED,"3.59,05",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1309,2,Sáblíková,Martina,CZE,"3.59,65",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1310,3,Manganello,Mia,USA,"4.01,98",2017-01-06,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,3000
1311,4,Rijpma-de Jong,Antoinette,NED,"4.01,99",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1312,5,Blondin,Ivanie,CAN,"4.02,45",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1313,6,Nauta,Yvonne,NED,"4.02,56",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1314,7,van der Weijden,Annouk,NED,"4.03,31",2016-10-08,Inzell (GER),International Season Opening,f,2016,3000
1315,8,Chernova,Anna,RUS,"4.03,84",2016-12-02,Astana (KAZ),ISU World Cup,f,2016,3000
1316,9,Kim,Bo-Reum,KOR,"4.03,85",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1317,10,Schouten,Irene,NED,"4.04,38",2017-01-28,Inzell (GER),Germany - Junior A/B Championships 2017,f,2016,3000
1318,11,Wijfje,Melissa,NED,"4.04,40",2017-02-18,Inzell (GER),Frillensee Cup,f,2016,3000
1319,12,Graf,Olga,RUS,"4.04,45",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1320,13,Takagi,Miho,JPN,"4.04,50",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1321,14,Weidemann,Isabelle,CAN,"4.04,54",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1322,15,Achtereekte,Carlijn,NED,"4.04,81",2016-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,3000
1323,16,Takahashi,Nana,JPN,"4.04,89",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1324,17,Joling,Marije,NED,"4.04,97",2016-10-15,Inzell (GER),International Race,f,2016,3000
1325,18,Voronina,Natalia,RUS,"4.05,00",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1326,19,Pflug,Bente,GER,"4.05,38",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1327,20,Pechstein,Claudia,GER,"4.05,51",2016-11-18,Nagano (JPN),ISU World Cup,f,2016,3000
1328,21,de Vries,Linda,NED,"4.05,69",2016-12-02,Astana (KAZ),ISU World Cup,f,2016,3000
1329,22,Zueva,Marina,BLR,"4.06,24",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1330,23,Schoutens,Carlijn,USA,"4.06,75",2017-01-06,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,3000
1331,24,Lund,Camilla,NOR,"4.07,31",2016-10-15,Inzell (GER),International Race,f,2016,3000
1332,25,Lollobrigida,Francesca,ITA,"4.07,39",2016-11-18,Nagano (JPN),ISU World Cup,f,2016,3000
1333,26,Acker,Petra,USA,"4.07,85",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1334,27,Czerwonka,Natalia,POL,"4.07,97",2017-01-29,Berlin (GER),ISU World Cup,f,2016,3000
1335,28,Matsuoka,Fuyo,JPN,"4.08,08",2016-10-22,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,3000
1336,29,Sato,Ayano,JPN,"4.08,23",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1337,30,Woźniak,Katarzyna,POL,"4.08,54",2016-10-15,Inzell (GER),International Race,f,2016,3000
1338,31,Visser,Esmee,NED,"4.08,60",2016-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,3000
1339,32,Morrison,Josie,CAN,"4.08,95",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1340,33,Beckert,Stephanie,GER,"4.09,13",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1341,34,Oshigiri,Misaki,JPN,"4.09,14",2016-11-18,Nagano (JPN),ISU World Cup,f,2016,3000
1342,35,Tabata,Maki,JPN,"4.09,34",2016-10-22,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,3000
1343,36,Han,Mei,CHN,"4.09,59",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,3000
1344,36,Leenstra,Marrit,NED,"4.09,59",2016-10-08,Inzell (GER),International Season Opening,f,2016,3000
1345,38,Njåtun,Ida,NOR,"4.09,88",2017-01-29,Berlin (GER),ISU World Cup,f,2016,3000
1346,39,Dufter,Roxane,GER,"4.10,20",2016-12-30,Inzell (GER),Überprüfungswettkampf,f,2016,3000
1347,40,Anema,Reina,NED,"4.10,40",2017-01-20,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,3000
1348,41,Morrison,Keri,CAN,"4.10,43",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1349,42,Zdráhalová,Nikola,CZE,"4.10,46",2017-02-09,Gangneung (KOR),World Single Distances Championships 2017,f,2016,3000
1350,43,Peeters,Jelena,BEL,"4.10,70",2016-11-18,Nagano (JPN),ISU World Cup,f,2016,3000
1351,44,Fujimura,Shoko,JPN,"4.10,87",2017-02-17,Nagano (JPN),15th M-Wave Competition,f,2016,3000
1352,45,Spence,Victoria,CAN,"4.11,00",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1353,46,Bachleda-Curuś,Katarzyna,POL,"4.11,21",2017-01-29,Berlin (GER),ISU World Cup,f,2016,3000
1354,47,Tutt,Brianne,CAN,"4.11,28",2016-11-18,Nagano (JPN),ISU World Cup,f,2016,3000
1355,48,Voorhuis,Jorien,NED,"4.11,30",2017-01-20,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,3000
1356,49,Czyszczoń,Magdalena,POL,"4.11,47",2016-10-21,Inzell (GER),International Race,f,2016,3000
1357,50,Markus,Femke,NED,"4.11,60",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1358,51,Kleibeuker,Carien,NED,"4.11,63",2016-12-17,Inzell (GER),International Race,f,2016,3000
1359,52,Złotkowska,Luiza,POL,"4.12,04",2016-10-21,Inzell (GER),International Race,f,2016,3000
1360,53,Kiel,Esther,NED,"4.12,07",2016-10-08,Inzell (GER),International Season Opening,f,2016,3000
1361,54,Skokova,Yuliya,RUS,"4.12,14",2016-12-02,Astana (KAZ),ISU World Cup,f,2016,3000
1362,55,Takagi,Nana,JPN,"4.12,18",2017-03-04,Hamar (NOR),World Allround Championships 2017,f,2016,3000
1363,56,Chen,Xiangyu,CHN,"4.12,24",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1364,57,van Hemert,Roxanne,NED,"4.12,60",2016-10-15,Inzell (GER),International Race,f,2016,3000
1365,58,van der Geest,Lisa,NED,"4.12,71",2016-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,3000
1366,59,Kiyama,Mai,JPN,"4.12,82",2016-10-22,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,3000
1367,60,Liu,Jing,CHN,"4.13,36",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,3000
1368,61,McCluskey,Abigail,CAN,"4.13,38",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1369,62,Alusalu,Saskia,EST,"4.13,82",2017-02-25,Inzell (GER),International Race,f,2016,3000
1370,63,Pearman,Maddison,CAN,"4.13,85",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1371,64,Bosiek,Karolina,POL,"4.14,05",2016-10-21,Inzell (GER),International Race,f,2016,3000
1372,65,Christ,Kali,CAN,"4.14,55",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1373,66,Kim,Ha-Eun,KOR,"4.14,71",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1374,67,Filyushkina,Victoria,RUS,"4.14,95",2016-12-26,Kolomna,Russia - Single Distances Championships 2017,f,2016,3000
1375,68,Haugen,Sofie Karoline,NOR,"4.15,01",2017-01-29,Berlin (GER),ISU World Cup,f,2016,3000
1376,69,Dedden,Ineke,NED,"4.15,02",2017-01-20,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,3000
1377,70,in 't Hof,Sanne,NED,"4.15,03",2017-02-04,Heerenveen (NED),Netherlands - Junior Championships 2017,f,2016,3000
1378,71,Hao,Jiachen,CHN,"4.15,45",2016-10-16,Urumqi (CHN),China Cup 1,f,2016,3000
1379,72,Hirschbichler,Gabriele,GER,"4.15,55",2016-12-30,Inzell (GER),Überprüfungswettkampf,f,2016,3000
1380,73,Ensing,Janneke,NED,"4.15,70",2016-10-29,Groningen (NED),KNSB Cup (Selectie World Cup),f,2016,3000
1381,74,Abe,Mai,JPN,"4.15,88",2016-10-22,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,3000
1382,75,Ost,Isabell,GER,"4.16,17",2016-12-30,Inzell (GER),Überprüfungswettkampf,f,2016,3000
1383,76,Golubeva,Elizaveta,KAZ,"4.16,38",2017-03-17,Chelyabinsk,Russia - Allround Championships 2017,f,2016,3000
1384,77,Swider-Peltz,Nancy,USA,"4.16,39",2016-11-26,Calgary (CAN),CanAm International,f,2016,3000
1385,78,Tian,Ruining,CHN,"4.16,42",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1386,79,Uhrig,Michelle,GER,"4.16,68",2017-03-11,Berlin (GER),Germany - Allround Championships 2017,f,2016,3000
1387,79,Lamarche,Béatrice,CAN,"4.16,68",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1388,81,Li,Dan,CHN,"4.16,82",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,3000
1389,81,Park,Ji-Woo,KOR,"4.16,82",2017-03-25,Seoul (KOR),50th National University Championships,f,2016,3000
1390,83,van der Schaar,Sanne,NED,"4.16,91",2016-11-13,Heerenveen (NED),Baanwedstrijd Groep 1 en 3,f,2016,3000
1391,84,Sokhryakova,Elena,RUS,"4.16,94",2017-01-25,Moscow,Russia Cup,f,2016,3000
1392,85,van der Molen,Jade,NED,"4.17,05",2016-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,3000
1393,86,Vormeer,Imke,NED,"4.17,09",2016-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,3000
1394,87,Beune,Joy,NED,"4.17,14",2017-02-04,Heerenveen (NED),Netherlands - Junior Championships 2017,f,2016,3000
1395,88,Lalenkova,Evgeniia,RUS,"4.17,22",2017-03-01,Moscow,Russia Cup Final,f,2016,3000
1396,89,Lamb,Maria,USA,"4.17,36",2017-01-06,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,3000
1397,90,Park,Do-Young,KOR,"4.17,76",2017-02-20,Obihiro (JPN),2017 Asian Winter Games,f,2016,3000
1398,91,Kent,Lindsey,CAN,"4.17,77",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1399,92,Sakai,Nene,JPN,"4.18,05",2016-10-22,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,3000
1400,93,Leerdam,Jutta,NED,"4.18,18",2017-02-04,Heerenveen (NED),Netherlands - Junior Championships 2017,f,2016,3000
1401,94,de Neeling,Sanneke,NED,"4.18,26",2016-10-15,Inzell (GER),International Race,f,2016,3000
1402,95,Blokker,Roza,NED,"4.18,35",2016-11-05,Inzell (GER),International Single Distance Race,f,2016,3000
1403,96,Vasaasen,Inga Anne,NOR,"4.18,49",2017-03-17,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,3000
1404,97,Yoshimura,Yuna,JPN,"4.18,67",2016-11-26,Minsk,ISU Junior World Cup,f,2016,3000
1405,98,de Vries,Elma,NED,"4.18,88",2016-10-29,Groningen (NED),KNSB Cup (Selectie World Cup),f,2016,3000
1406,99,Goss,Aleksandra,POL,"4.18,94",2016-10-01,Inzell (GER),International Race,f,2016,3000
1407,100,Xu,Moyuan,CHN,"4.19,10",2016-09-23,Calgary (CAN),2016 Fall Classic,f,2016,3000
1408,1,Sáblíková,Martina,CZE,"6.52,38",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1409,2,Pechstein,Claudia,GER,"6.53,93",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1410,3,Blondin,Ivanie,CAN,"6.57,14",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1411,4,Chernova,Anna,RUS,"6.57,27",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1412,5,Kleibeuker,Carien,NED,"6.58,78",2016-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,5000
1413,6,Rijpma-de Jong,Antoinette,NED,"6.59,33",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1414,7,Weidemann,Isabelle,CAN,"6.59,75",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1415,8,Achtereekte,Carlijn,NED,"7.00,52",2016-10-08,Inzell (GER),International Season Opening,f,2016,5000
1416,9,Pflug,Bente,GER,"7.00,62",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1417,10,Wüst,Ireen,NED,"7.00,86",2017-03-05,Hamar (NOR),World Allround Championships 2017,f,2016,5000
1418,11,Nauta,Yvonne,NED,"7.00,95",2016-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,5000
1419,12,Wijfje,Melissa,NED,"7.02,51",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1420,13,van der Geest,Lisa,NED,"7.02,80",2016-12-03,Heerenveen (NED),Trainingswedstrijd KNSB- en Topteams,f,2016,5000
1421,14,Voronina,Natalia,RUS,"7.02,94",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1422,15,Schouten,Irene,NED,"7.03,07",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1423,16,Zueva,Marina,BLR,"7.03,40",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1424,17,Visser,Esmee,NED,"7.04,81",2016-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,5000
1425,18,van der Weijden,Annouk,NED,"7.05,49",2017-01-22,Heerenveen (NED),Netherlands - Allround Championships 2017,f,2016,5000
1426,19,Beckert,Stephanie,GER,"7.05,98",2016-12-30,Inzell (GER),Überprüfungswettkampf,f,2016,5000
1427,20,Joling,Marije,NED,"7.06,23",2016-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,5000
1428,21,Anema,Reina,NED,"7.07,23",2016-10-08,Inzell (GER),International Season Opening,f,2016,5000
1429,22,de Vries,Linda,NED,"7.08,79",2016-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,5000
1430,23,Schoutens,Carlijn,USA,"7.09,13",2017-03-18,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,5000
1431,24,Manganello,Mia,USA,"7.09,36",2017-01-07,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,5000
1432,25,Voorhuis,Jorien,NED,"7.09,51",2016-12-30,Heerenveen (NED),Netherlands - Single Distances Championships 2017,f,2016,5000
1433,26,Takahashi,Nana,JPN,"7.09,85",2017-03-18,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,5000
1434,27,Takagi,Miho,JPN,"7.10,14",2017-03-05,Hamar (NOR),World Allround Championships 2017,f,2016,5000
1435,28,Graf,Olga,RUS,"7.11,98",2017-01-07,Heerenveen (NED),European Allround Championships 2017,f,2016,5000
1436,29,Spence,Victoria,CAN,"7.12,38",2017-03-18,Calgary (CAN),2017 Olympic Oval Finale / Canada Cup 4,f,2016,5000
1437,30,Kim,Bo-Reum,KOR,"7.12,58",2017-02-22,Obihiro (JPN),2017 Asian Winter Games,f,2016,5000
1438,31,Morrison,Josie,CAN,"7.13,07",2016-10-21,Calgary (CAN),2016 Oval International / World Cup Selections,f,2016,5000
1439,32,Matsuoka,Fuyo,JPN,"7.14,33",2016-10-23,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,5000
1440,33,Peeters,Jelena,BEL,"7.14,68",2017-02-11,Gangneung (KOR),World Single Distances Championships 2017,f,2016,5000
1441,34,Kiyama,Mai,JPN,"7.15,15",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1442,35,Lollobrigida,Francesca,ITA,"7.15,62",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1443,36,Han,Mei,CHN,"7.15,94",2017-02-22,Obihiro (JPN),2017 Asian Winter Games,f,2016,5000
1444,37,Zdráhalová,Nikola,CZE,"7.17,09",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1445,38,Tabata,Maki,JPN,"7.17,93",2016-12-21,Obihiro (JPN),Japan - Allround Championships 2017,f,2016,5000
1446,39,Oshigiri,Misaki,JPN,"7.18,27",2016-12-21,Obihiro (JPN),Japan - Allround Championships 2017,f,2016,5000
1447,40,Czyszczoń,Magdalena,POL,"7.18,39",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1448,41,Sato,Ayano,JPN,"7.18,52",2016-12-21,Obihiro (JPN),Japan - Allround Championships 2017,f,2016,5000
1449,42,Czerwonka,Natalia,POL,"7.19,58",2017-03-05,Hamar (NOR),World Allround Championships 2017,f,2016,5000
1450,43,Abe,Mai,JPN,"7.19,98",2016-10-23,Nagano (JPN),Japan - Single Distances Championships 2017,f,2016,5000
1451,44,Filyushkina,Victoria,RUS,"7.20,23",2016-12-28,Kolomna,Russia - Single Distances Championships 2017,f,2016,5000
1452,45,Fujimura,Shoko,JPN,"7.20,35",2016-11-11,Obihiro (JPN),Japan Cup 1,f,2016,5000
1453,46,Takagi,Nana,JPN,"7.20,98",2016-12-21,Obihiro (JPN),Japan - Allround Championships 2017,f,2016,5000
1454,47,van der Molen,Jade,NED,"7.21,50",2016-10-01,Inzell (GER),International Race,f,2016,5000
1455,48,Acker,Petra,USA,"7.23,65",2017-01-07,Salt Lake City (USA),USA - Long Track Championships 2017,f,2016,5000
1456,49,Sakai,Nene,JPN,"7.24,01",2016-11-11,Obihiro (JPN),Japan Cup 1,f,2016,5000
1457,50,Park,Ji-Woo,KOR,"7.24,99",2016-09-24,Calgary (CAN),2016 Fall Classic,f,2016,5000
1458,51,Goss,Aleksandra,POL,"7.25,23",2016-11-12,Berlin (GER),Nachwuchswettkampf / Überprüfungswettkampf,f,2016,5000
1459,52,Hao,Jiachen,CHN,"7.25,87",2016-10-22,Urumqi (CHN),China - National Championships 2017 ,f,2016,5000
1460,53,Lund,Camilla,NOR,"7.26,23",2016-11-20,Hamar (NOR),Norges Cup 3,f,2016,5000
1461,54,Adegeest,Loes,NED,"7.26,39",2016-12-17,Heerenveen (NED),Trainingswedstrijd KNSB- en Topteams,f,2016,5000
1462,55,Haugen,Sofie Karoline,NOR,"7.26,67",2016-12-11,Heerenveen (NED),ISU World Cup,f,2016,5000
1463,56,Njåtun,Ida,NOR,"7.27,47",2017-01-07,Heerenveen (NED),European Allround Championships 2017,f,2016,5000
1464,57,Beckert,Jessica,GER,"7.27,77",2017-03-12,Berlin (GER),Germany - Allround Championships 2017,f,2016,5000
1465,58,Park,Do-Young,KOR,"7.28,09",2017-02-22,Obihiro (JPN),2017 Asian Winter Games,f,2016,5000
1466,59,Dedden,Ineke,NED,"7.28,76",2017-01-08,Groningen (NED),Gruno Bokaal / Zilveren Schaats,f,2016,5000
1467,60,Yoshimura,Yuna,JPN,"7.29,72",2016-11-04,Obihiro (JPN),2016 Obihiro Mori (Forest) Competition,f,2016,5000
1468,61,in 't Hof,Sanne,NED,"7.30,07",2016-12-04,Enschede (NED),Netherlands - Junior Single Distances (3000/5000) Championships 2017,f,2016,5000
1469,62,Jonkers,Sterre,NED,"7.30,78",2016-12-04,Enschede (NED),Netherlands - Junior Single Distances (3000/5000) Championships 2017,f,2016,5000
